Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Заражённый камень
appliedenergistics2:facade:0, Кабельный фасад - Кровавый лёд
appliedenergistics2:facade:0, Кабельный фасад - Ядро улья
appliedenergistics2:facade:0, Кабельный фасад - Ядро колонии
appliedenergistics2:facade:0, Кабельный фасад - Аванпост Паразитической колонии
appliedenergistics2:facade:0, Кабельный фасад - §bОчиститель биомов
appliedenergistics2:facade:0, Кабельный фасад - Бревно Синякового дерева
appliedenergistics2:facade:0, Кабельный фасад - Бревно Синякового дерева
appliedenergistics2:facade:0, Кабельный фасад - Бревно Синякового дерева
appliedenergistics2:facade:0, Кабельный фасад - Почва улья
appliedenergistics2:facade:0, Кабельный фасад - Грязь улья
appliedenergistics2:facade:0, Кабельный фасад - Кусок плоти
appliedenergistics2:facade:0, Кабельный фасад - Сжатые артерии
appliedenergistics2:facade:0, Кабельный фасад - Кусок концентрированной плоти
appliedenergistics2:facade:0, Кабельный фасад - Укреплённая кость
appliedenergistics2:facade:0, Кабельный фасад - Камень улья
appliedenergistics2:facade:0, Кабельный фасад - Обломки камня улья
appliedenergistics2:facade:0, Кабельный фасад - Поглощенная древесина
appliedenergistics2:facade:0, Кабельный фасад - Кирпичи из камня улья
appliedenergistics2:facade:0, Кабельный фасад - Сталь улья
appliedenergistics2:facade:0, Кабельный фасад - Кровоточащий обсидиан
appliedenergistics2:facade:0, Кабельный фасад - Ассимилированный гриб
appliedenergistics2:facade:0, Кабельный фасад - Незавершённая структура паразитической колонии
appliedenergistics2:facade:0, Кабельный фасад - Сжатый камень улья
appliedenergistics2:facade:0, Кабельный фасад - Укреплённый камень улья
appliedenergistics2:facade:0, Кабельный фасад - Сжатый Паразитический камень колонии
appliedenergistics2:facade:0, Кабельный фасад - Укреплённая кость
appliedenergistics2:facade:0, Кабельный фасад - Приманка (§4Ослабленная§f)
appliedenergistics2:facade:0, Кабельный фасад - Приманка (§cСлабая§f)
appliedenergistics2:facade:0, Кабельный фасад - Приманка (§6Тонкая§f)
appliedenergistics2:facade:0, Кабельный фасад - Приманка (§eСтабильная§f)
appliedenergistics2:facade:0, Кабельный фасад - Приманка (§2Существенная§f)
appliedenergistics2:facade:0, Кабельный фасад - Приманка (§aПлотная§f)
appliedenergistics2:facade:0, Кабельный фасад - Приманка (§bСупер-Плотная§f)
appliedenergistics2:facade:0, Кабельный фасад - Приманка (§dСверх-Плотная§f)
appliedenergistics2:facade:0, Кабельный фасад - tile.srparasites.evolutionlure_nine.name
appliedenergistics2:facade:0, Кабельный фасад - tile.srparasites.evolutionlure_ten.name
appliedenergistics2:facade:0, Кабельный фасад - Инфицированная угольная руда
appliedenergistics2:facade:0, Кабельный фасад - Инфицированная алмазная руда
appliedenergistics2:facade:0, Кабельный фасад - Инфицированная изумрудная руда
appliedenergistics2:facade:0, Кабельный фасад - Инфицированная золотая руда
appliedenergistics2:facade:0, Кабельный фасад - Инфицированная железная руда
appliedenergistics2:facade:0, Кабельный фасад - Инфицированная лазуритовая руда
appliedenergistics2:facade:0, Кабельный фасад - Инфицированная краснокаменная руда
appliedenergistics2:facade:0, Кабельный фасад - Инфицированная руда
appliedenergistics2:facade:0, Кабельный фасад - Decoy Block (long story but tl;dr: Heck TNT doesn't work without this being here)
appliedenergistics2:facade:0, Кабельный фасад - Block of Cheese
appliedenergistics2:facade:0, Кабельный фасад - Cheesy Leaves
appliedenergistics2:facade:0, Кабельный фасад - tile.eyeblocklol.name
appliedenergistics2:facade:0, Кабельный фасад - tile.mouthblocklol.name
appliedenergistics2:facade:0, Кабельный фасад - Block of Poop
appliedenergistics2:facade:0, Кабельный фасад - Poop Leaves
appliedenergistics2:facade:0, Кабельный фасад - Lesbian Leaves
appliedenergistics2:facade:0, Кабельный фасад - No
appliedenergistics2:facade:0, Кабельный фасад - Yes
appliedenergistics2:facade:0, Кабельный фасад - Large TNT
appliedenergistics2:facade:0, Кабельный фасад - Massive TNT
appliedenergistics2:facade:0, Кабельный фасад - The Super TNT of Mass Destruction
appliedenergistics2:facade:0, Кабельный фасад - Doom TNT: The Gold Plated Plutonium Alloy Coated Eight Volume Nuclear Donkey Edition
appliedenergistics2:facade:0, Кабельный фасад - One to rule them all - the TNT to end all TNTs
appliedenergistics2:facade:0, Кабельный фасад - Black Hole TNT. This one is so big that it puts "the TNT to end all TNTs" to SHAME!
appliedenergistics2:facade:0, Кабельный фасад - Anti-Dimensional Singularity TNT
appliedenergistics2:facade:0, Кабельный фасад - NO (this one is so big it will crash real life)
appliedenergistics2:facade:0, Кабельный фасад - Biome Buster
appliedenergistics2:facade:0, Кабельный фасад - Cluster TNT
appliedenergistics2:facade:0, Кабельный фасад - Super Cluster TNT
appliedenergistics2:facade:0, Кабельный фасад - Heck TNT
appliedenergistics2:facade:0, Кабельный фасад - Fire TNT
appliedenergistics2:facade:0, Кабельный фасад - Snow TNT
appliedenergistics2:facade:0, Кабельный фасад - Ocean TNT
appliedenergistics2:facade:0, Кабельный фасад - Sponge TNT
appliedenergistics2:facade:0, Кабельный фасад - Lava Ocean TNT
appliedenergistics2:facade:0, Кабельный фасад - Diamond TNT
appliedenergistics2:facade:0, Кабельный фасад - House TNT
appliedenergistics2:facade:0, Кабельный фасад - Bunker TNT
appliedenergistics2:facade:0, Кабельный фасад - Mob TNT
appliedenergistics2:facade:0, Кабельный фасад - Mob Swarm TNT
appliedenergistics2:facade:0, Кабельный фасад - Atomic Mob Swarm TNT
appliedenergistics2:facade:0, Кабельный фасад - Anti Mob TNT
appliedenergistics2:facade:0, Кабельный фасад - Arrow TNT
appliedenergistics2:facade:0, Кабельный фасад - Tree TNT
appliedenergistics2:facade:0, Кабельный фасад - Forest TNT
appliedenergistics2:facade:0, Кабельный фасад - Tiny Island TNT
appliedenergistics2:facade:0, Кабельный фасад - Island TNT
appliedenergistics2:facade:0, Кабельный фасад - Nostalgia TNT
appliedenergistics2:facade:0, Кабельный фасад - Everything TNT
appliedenergistics2:facade:0, Кабельный фасад - LGBTQQIP2SAA TNT
appliedenergistics2:facade:0, Кабельный фасад - Trump TNT
appliedenergistics2:facade:0, Кабельный фасад - Kim Jong TNT
appliedenergistics2:facade:0, Кабельный фасад - Is it Christmas TNT
appliedenergistics2:facade:0, Кабельный фасад - Crappy TNT
appliedenergistics2:facade:0, Кабельный фасад - Really Crappy TNT
appliedenergistics2:facade:0, Кабельный фасад - Cheesy TNT
appliedenergistics2:facade:0, Кабельный фасад - Flat TNT
appliedenergistics2:facade:0, Кабельный фасад - Mining TNT
appliedenergistics2:facade:0, Кабельный фасад - Rake TNT
appliedenergistics2:facade:0, Кабельный фасад - Time TNT
appliedenergistics2:facade:0, Кабельный фасад - Weather TNT
appliedenergistics2:facade:0, Кабельный фасад - Lightning TNT
appliedenergistics2:facade:0, Кабельный фасад - Crack TNT
appliedenergistics2:facade:0, Кабельный фасад - Weed TNT
appliedenergistics2:facade:0, Кабельный фасад - Fact TNT
appliedenergistics2:facade:0, Кабельный фасад - Cave TNT
appliedenergistics2:facade:0, Кабельный фасад - Save TNT
appliedenergistics2:facade:0, Кабельный фасад - Wave TNT
appliedenergistics2:facade:0, Кабельный фасад - Airborne TNT
appliedenergistics2:facade:0, Кабельный фасад - Jail TNT
appliedenergistics2:facade:0, Кабельный фасад - Teleportation TNT
appliedenergistics2:facade:0, Кабельный фасад - Warp TNT
appliedenergistics2:facade:0, Кабельный фасад - Atomic Diamond TNT
appliedenergistics2:facade:0, Кабельный фасад - Atomic Lava Nuke TNT
appliedenergistics2:facade:0, Кабельный фасад - Медная Руда
appliedenergistics2:facade:0, Кабельный фасад - Оловянная Руда
appliedenergistics2:facade:0, Кабельный фасад - Свинцовая Руда
appliedenergistics2:facade:0, Кабельный фасад - Титановая Руда
appliedenergistics2:facade:0, Кабельный фасад - Урановая Руда
appliedenergistics2:facade:0, Кабельный фасад - Красный Контейнер
appliedenergistics2:facade:0, Кабельный фасад - Зеленый Контейнер
appliedenergistics2:facade:0, Кабельный фасад - Синий Контейнер
appliedenergistics2:facade:0, Кабельный фасад - Желтый Контейнер
appliedenergistics2:facade:0, Кабельный фасад - Стальная Панель
appliedenergistics2:facade:0, Кабельный фасад - Серебристая Стальная Панель
appliedenergistics2:facade:0, Кабельный фасад - Карбоновая Панель
appliedenergistics2:facade:0, Кабельный фасад - Темные Подмостки
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Плита)
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Решетка)
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Маленькая Решетка)
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Кровавый Грей)
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Серый)
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Серые Плитки)
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Красный Столб)
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Темный столб)
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Красная Панель)
appliedenergistics2:facade:0, Кабельный фасад - Адский Металл (Столб Лавы)
appliedenergistics2:facade:0, Кабельный фасад - Железобетон
appliedenergistics2:facade:0, Кабельный фасад - Железобетон (Светлый)
appliedenergistics2:facade:0, Кабельный фасад - Железобетон (Серый)
appliedenergistics2:facade:0, Кабельный фасад - Железобетон (Темный)
appliedenergistics2:facade:0, Кабельный фасад - Железобетон (Трубы)
appliedenergistics2:facade:0, Кабельный фасад - Железобетон (Армированный)
appliedenergistics2:facade:0, Кабельный фасад - Двойные Неоновые Огни
appliedenergistics2:facade:0, Кабельный фасад - Двойные Неоновые Огни (Повернутые)
appliedenergistics2:facade:0, Кабельный фасад - Счетверенные Неоновые Огни
appliedenergistics2:facade:0, Кабельный фасад - Счетверенные Неоновые Огни (Повернутые)
appliedenergistics2:facade:0, Кабельный фасад - Квадратные Неоновые Огни
appliedenergistics2:facade:0, Кабельный фасад - Ящик с Боеприпасами
appliedenergistics2:facade:0, Кабельный фасад - Ящик с Оружием
appliedenergistics2:facade:0, Кабельный фасад - Ящик с Доспехами
appliedenergistics2:facade:0, Кабельный фасад - Ящик с Медикаментами
appliedenergistics2:facade:0, Кабельный фасад - Ящик со Взрывчаткой
appliedenergistics2:facade:0, Кабельный фасад - Ящик Снабжения
appliedenergistics2:facade:0, Кабельный фасад - Ящик Снабжения
appliedenergistics2:facade:0, Кабельный фасад - Ящик Снабжения
appliedenergistics2:facade:0, Кабельный фасад - Ящик Снабжения
appliedenergistics2:facade:0, Кабельный фасад - Закаленный Песок
appliedenergistics2:facade:0, Кабельный фасад - Странные Светящиеся Яйца
appliedenergistics2:facade:0, Кабельный фасад - Кластер руды (Уголь)
appliedenergistics2:facade:0, Кабельный фасад - Кластер руды (Обычный Металл)
appliedenergistics2:facade:0, Кабельный фасад - Кластер руды (Цветной Металл)
appliedenergistics2:facade:0, Кабельный фасад - Кластер руды (Блестящий Металл)
appliedenergistics2:facade:0, Кабельный фасад - Кластер руды (Уран)
appliedenergistics2:facade:0, Кабельный фасад - Кластер руды (Обычные Драгоценные Камни)
appliedenergistics2:facade:0, Кабельный фасад - Кластер руды (Сияющие Драгоценные Камни)
appliedenergistics2:facade:0, Кабельный фасад - Кластер руды (Адские Кварц)
appliedenergistics2:facade:0, Кабельный фасад - Кластер Руды (Нефть)
appliedenergistics2:facade:0, Кабельный фасад - Titanium Ore
appliedenergistics2:facade:0, Кабельный фасад - Lunar Ore
appliedenergistics2:facade:0, Кабельный фасад - Ender Ore
appliedenergistics2:facade:0, Кабельный фасад - Titanium Block
appliedenergistics2:facade:0, Кабельный фасад - Lunar Block
appliedenergistics2:facade:0, Кабельный фасад - Ender Block
appliedenergistics2:facade:0, Кабельный фасад - Binoculars
appliedenergistics2:facade:0, Кабельный фасад - Lamp Top
appliedenergistics2:facade:0, Кабельный фасад - Lamp Base
appliedenergistics2:facade:0, Кабельный фасад - Lamp Middle
appliedenergistics2:facade:0, Кабельный фасад - Lion Plush
appliedenergistics2:facade:0, Кабельный фасад - Orca Plush
appliedenergistics2:facade:0, Кабельный фасад - Hawksbill Sea Turtle Plush
appliedenergistics2:facade:0, Кабельный фасад - Platypus Plush
appliedenergistics2:facade:0, Кабельный фасад - Gorilla Plush
appliedenergistics2:facade:0, Кабельный фасад - Asian Elephant Plush
appliedenergistics2:facade:0, Кабельный фасад - Monkey Plush
appliedenergistics2:facade:0, Кабельный фасад - Bengal Tiger Plush
appliedenergistics2:facade:0, Кабельный фасад - Eagle Plush
appliedenergistics2:facade:0, Кабельный фасад - Giraffe Plush
appliedenergistics2:facade:0, Кабельный фасад - Grizzly Plush
appliedenergistics2:facade:0, Кабельный фасад - Moose Plush
appliedenergistics2:facade:0, Кабельный фасад - Octopus Plush
appliedenergistics2:facade:0, Кабельный фасад - Red Panda Plush
appliedenergistics2:facade:0, Кабельный фасад - Cockatoo Plush
appliedenergistics2:facade:0, Кабельный фасад - Dolphin Plush
appliedenergistics2:facade:0, Кабельный фасад - Kangaroo Plush
appliedenergistics2:facade:0, Кабельный фасад - Okapi Plush
appliedenergistics2:facade:0, Кабельный фасад - Rhino Plush
appliedenergistics2:facade:0, Кабельный фасад - Shark Plush
appliedenergistics2:facade:0, Кабельный фасад - Zebra Plush
appliedenergistics2:facade:0, Кабельный фасад - Rainbow Zebra Plush
appliedenergistics2:facade:0, Кабельный фасад - Macaw Plush
appliedenergistics2:facade:0, Кабельный фасад - Red Macaw Plush
appliedenergistics2:facade:0, Кабельный фасад - Koala Plush
appliedenergistics2:facade:0, Кабельный фасад - Лианы
appliedenergistics2:facade:0, Кабельный фасад - Bamboo Decoration
appliedenergistics2:facade:0, Кабельный фасад - Dried Bamboo Decoration
appliedenergistics2:facade:0, Кабельный фасад - River Stones
appliedenergistics2:facade:0, Кабельный фасад - Paving Stone
appliedenergistics2:facade:0, Кабельный фасад - Mixed Stone
appliedenergistics2:facade:0, Кабельный фасад - Mixed Stone Mossy
appliedenergistics2:facade:0, Кабельный фасад - Rope
appliedenergistics2:facade:0, Кабельный фасад - Thin Rope
appliedenergistics2:facade:0, Кабельный фасад - Tire Swing
appliedenergistics2:facade:0, Кабельный фасад - Enrichment Ball
appliedenergistics2:facade:0, Кабельный фасад - Hanging Ball
appliedenergistics2:facade:0, Кабельный фасад - Heat Lamp
appliedenergistics2:facade:0, Кабельный фасад - Waste Bin
appliedenergistics2:facade:0, Кабельный фасад - Recycle Bin
appliedenergistics2:facade:0, Кабельный фасад - Scratching Post
appliedenergistics2:facade:0, Кабельный фасад - Andesite Bricks
appliedenergistics2:facade:0, Кабельный фасад - Diorite Bricks
appliedenergistics2:facade:0, Кабельный фасад - Granite Bricks
appliedenergistics2:facade:0, Кабельный фасад - Andesite Pillar
appliedenergistics2:facade:0, Кабельный фасад - Diorite Pillar
appliedenergistics2:facade:0, Кабельный фасад - Granite Pillar
appliedenergistics2:facade:0, Кабельный фасад - Snow Bricks
appliedenergistics2:facade:0, Кабельный фасад - Packed Ice Bricks
appliedenergistics2:facade:0, Кабельный фасад - Dry Clay
appliedenergistics2:facade:0, Кабельный фасад - Dry Clay Grass
appliedenergistics2:facade:0, Кабельный фасад - Tin Ore
appliedenergistics2:facade:0, Кабельный фасад - Copper Ore
appliedenergistics2:facade:0, Кабельный фасад - Salpeter Ore
appliedenergistics2:facade:0, Кабельный фасад - Sulfur Ore
appliedenergistics2:facade:0, Кабельный фасад - Silver Ore
appliedenergistics2:facade:0, Кабельный фасад - Mossy Spruce Wood
appliedenergistics2:facade:0, Кабельный фасад - Clean Spruce Plank
appliedenergistics2:facade:0, Кабельный фасад - Mossy Birch Wood
appliedenergistics2:facade:0, Кабельный фасад - Clean Birch Plank
appliedenergistics2:facade:0, Кабельный фасад - Mossy Jungle Wood
appliedenergistics2:facade:0, Кабельный фасад - Clean Jungle Plank
appliedenergistics2:facade:0, Кабельный фасад - Mossy Oak Wood
appliedenergistics2:facade:0, Кабельный фасад - Clean Oak Plank
appliedenergistics2:facade:0, Кабельный фасад - Timbered Clay
appliedenergistics2:facade:0, Кабельный фасад - Mossy Dark Oak Wood
appliedenergistics2:facade:0, Кабельный фасад - Clean Dark Oak Plank
appliedenergistics2:facade:0, Кабельный фасад - Mossy Acacia Wood
appliedenergistics2:facade:0, Кабельный фасад - Clean Acacia Plank
appliedenergistics2:facade:0, Кабельный фасад - Медная руда
appliedenergistics2:facade:0, Кабельный фасад - Бокситовая руда
appliedenergistics2:facade:0, Кабельный фасад - Свинцовая руда
appliedenergistics2:facade:0, Кабельный фасад - Серебряная руда
appliedenergistics2:facade:0, Кабельный фасад - Никелевая руда
appliedenergistics2:facade:0, Кабельный фасад - Урановая руда
appliedenergistics2:facade:0, Кабельный фасад - Медный блок
appliedenergistics2:facade:0, Кабельный фасад - Алюминиевый блок
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый блок
appliedenergistics2:facade:0, Кабельный фасад - Серебряный блок
appliedenergistics2:facade:0, Кабельный фасад - Никелевый блок
appliedenergistics2:facade:0, Кабельный фасад - Урановый блок
appliedenergistics2:facade:0, Кабельный фасад - Константановый блок
appliedenergistics2:facade:0, Кабельный фасад - Электрумовый блок
appliedenergistics2:facade:0, Кабельный фасад - Стальной блок
appliedenergistics2:facade:0, Кабельный фасад - Кирпич коксовой печи
appliedenergistics2:facade:0, Кабельный фасад - Кирпич доменной печи
appliedenergistics2:facade:0, Кабельный фасад - Кирпич продвинутой доменной печи
appliedenergistics2:facade:0, Кабельный фасад - Блок коксового угля
appliedenergistics2:facade:0, Кабельный фасад - Костробетон
appliedenergistics2:facade:0, Кабельный фасад - Бетон
appliedenergistics2:facade:0, Кабельный фасад - Кафельный бетон
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый бетон
appliedenergistics2:facade:0, Кабельный фасад - Стеклоизоляция
appliedenergistics2:facade:0, Кабельный фасад - Печной кирпич
appliedenergistics2:facade:0, Кабельный фасад - Доски из обработанного дерева
appliedenergistics2:facade:0, Кабельный фасад - Доски из обработанного дерева
appliedenergistics2:facade:0, Кабельный фасад - Доски из обработанного дерева
appliedenergistics2:facade:0, Кабельный фасад - Медный листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Алюминиевый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Серебряный листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Никелевый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Урановый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Константановый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Электрумовый листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Стальной листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Железный листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Золотой листовой металл
appliedenergistics2:facade:0, Кабельный фасад - Блок медного провода
appliedenergistics2:facade:0, Кабельный фасад - Блок электрумового провода
appliedenergistics2:facade:0, Кабельный фасад - Блок высоковольтного провода
appliedenergistics2:facade:0, Кабельный фасад - Краснокаменный инженерный блок
appliedenergistics2:facade:0, Кабельный фасад - Лёгкий инженерный блок
appliedenergistics2:facade:0, Кабельный фасад - Тяжёлый инженерный блок
appliedenergistics2:facade:0, Кабельный фасад - Блок генератора
appliedenergistics2:facade:0, Кабельный фасад - Блок радиатора
appliedenergistics2:facade:0, Кабельный фасад - Источник воды
appliedenergistics2:facade:0, Кабельный фасад - Источник нефти
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.destroy.name
appliedenergistics2:facade:0, Кабельный фасад - Чертёж (декорация)
appliedenergistics2:facade:0, Кабельный фасад - Шаблон (декорация)
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.paper.name
appliedenergistics2:facade:0, Кабельный фасад - tile.decorated.leather.name
appliedenergistics2:facade:0, Кабельный фасад - Лазер (декорация)
appliedenergistics2:facade:0, Кабельный фасад - Колотый глубинный сланец
appliedenergistics2:facade:0, Кабельный фасад - Глубинный сланец
appliedenergistics2:facade:0, Кабельный фасад - Полированный глубинный сланец
appliedenergistics2:facade:0, Кабельный фасад - Глубинносланцевые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Золотоносный глубинный сланец
appliedenergistics2:facade:0, Кабельный фасад - Железоносный глубинный сланец
appliedenergistics2:facade:0, Кабельный фасад - Алмазоносный глубинный сланец
appliedenergistics2:facade:0, Кабельный фасад - Глубинносланцевый плитняк
appliedenergistics2:facade:0, Кабельный фасад - Потрескавшийся глубинносланцевый плитняк
appliedenergistics2:facade:0, Кабельный фасад - Потрескавшийся глубинносланцевые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Резной глубинный сланец
appliedenergistics2:facade:0, Кабельный фасад - Туф
appliedenergistics2:facade:0, Кабельный фасад - Угленосный  глубинный сланец
appliedenergistics2:facade:0, Кабельный фасад - Изумрудоносный глбуинный сланец
appliedenergistics2:facade:0, Кабельный фасад - Calcite
appliedenergistics2:facade:0, Кабельный фасад - Sculk
appliedenergistics2:facade:0, Кабельный фасад - Sculk deepslate
appliedenergistics2:facade:0, Кабельный фасад - Dripstone
appliedenergistics2:facade:0, Кабельный фасад - Sculk shroomlight
appliedenergistics2:facade:0, Кабельный фасад - Block of Amethyst
appliedenergistics2:facade:0, Кабельный фасад - Компактная сырая свиная отбивная
appliedenergistics2:facade:0, Кабельный фасад - Faint Parasitic Nest Block
appliedenergistics2:facade:0, Кабельный фасад - Sturdy Parasitic Nest Block
appliedenergistics2:facade:0, Кабельный фасад - Worm Flesh
appliedenergistics2:facade:0, Кабельный фасад - Dark Bricks
appliedenergistics2:facade:0, Кабельный фасад - Hardened Worm Flesh
appliedenergistics2:facade:0, Кабельный фасад - Bubbling Acid
appliedenergistics2:facade:0, Кабельный фасад - Parasitic Egg
appliedenergistics2:facade:0, Кабельный фасад - Organic Sample Crate
appliedenergistics2:facade:0, Кабельный фасад - Worm Acid Crate
appliedenergistics2:facade:0, Кабельный фасад - Worm Teeth Crate
appliedenergistics2:facade:0, Кабельный фасад - Infected Flesh Crate
appliedenergistics2:facade:0, Кабельный фасад - Rupter Viscera Crate
appliedenergistics2:facade:0, Кабельный фасад - Diseased Heart Crate
appliedenergistics2:facade:0, Кабельный фасад - Altered Tendons Crate
appliedenergistics2:facade:0, Кабельный фасад - Toxic Lung Crate
appliedenergistics2:facade:0, Кабельный фасад - Noxious Brain Crate
appliedenergistics2:facade:0, Кабельный фасад - Essential Segment Crate
appliedenergistics2:facade:0, Кабельный фасад - Reeker Fang Crate
appliedenergistics2:facade:0, Кабельный фасад - Yelloweye Bone Crate
appliedenergistics2:facade:0, Кабельный фасад - Longarms Armor Fragment Crate
appliedenergistics2:facade:0, Кабельный фасад - Summoner Core Crate
appliedenergistics2:facade:0, Кабельный фасад - Manducater Orb Crate
appliedenergistics2:facade:0, Кабельный фасад - Dried Tendons Crate
appliedenergistics2:facade:0, Кабельный фасад - Hardened Bone Handle Crate
appliedenergistics2:facade:0, Кабельный фасад - Infectious Blade Fragment Crate
appliedenergistics2:facade:0, Кабельный фасад - Living Core Crate
appliedenergistics2:facade:0, Кабельный фасад - Vile Shell Crate
appliedenergistics2:facade:0, Кабельный фасад - Parasitic Lump Crate
appliedenergistics2:facade:0, Кабельный фасад - Strange Bone Crate
appliedenergistics2:facade:0, Кабельный фасад - Parasitic Dirtstone
appliedenergistics2:facade:0, Кабельный фасад - Smooth Parasitic Dirtstone
appliedenergistics2:facade:0, Кабельный фасад - Parasitic Dirtstone Chiseled
appliedenergistics2:facade:0, Кабельный фасад - Parasitic Mudstone
appliedenergistics2:facade:0, Кабельный фасад - Smooth Parasitic Mudstone
appliedenergistics2:facade:0, Кабельный фасад - Parasitic Mudstone Chiseled
appliedenergistics2:facade:0, Кабельный фасад - Infested Dirtstone
appliedenergistics2:facade:0, Кабельный фасад - Smooth Infested Dirtstone
appliedenergistics2:facade:0, Кабельный фасад - Chiseled Infested Dirtstone
appliedenergistics2:facade:0, Кабельный фасад - Rotstem Planks
appliedenergistics2:facade:0, Кабельный фасад - Infested Wood Planks
appliedenergistics2:facade:0, Кабельный фасад - Blightwood Planks
appliedenergistics2:facade:0, Кабельный фасад - Infested Stone Brick
appliedenergistics2:facade:0, Кабельный фасад - Chiseled Infested Stone Brick
appliedenergistics2:facade:0, Кабельный фасад - Parasitic Stone Brick
appliedenergistics2:facade:0, Кабельный фасад - Chiseled Parasitic Stone Brick
appliedenergistics2:facade:0, Кабельный фасад - Cracked Parasitic Stone Brick
appliedenergistics2:facade:0, Кабельный фасад - Mossy Parasitic Stone Brick
appliedenergistics2:facade:0, Кабельный фасад - Cracked Infested Stone Brick
appliedenergistics2:facade:0, Кабельный фасад - Mossy Infested Brick
appliedenergistics2:facade:0, Кабельный фасад - Hardened Flesh Block
appliedenergistics2:facade:0, Кабельный фасад - Reinforced Plating
appliedenergistics2:facade:0, Кабельный фасад - Buglin Hive
appliedenergistics2:facade:0, Кабельный фасад - Full Buglin Hive
appliedenergistics2:facade:0, Кабельный фасад - Корпус механизма
appliedenergistics2:facade:0, Кабельный фасад - Блок обогащенного кварцем железа
appliedenergistics2:facade:0, Кабельный фасад - Мусорка MyNuke
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:crystal_seed:0, Семя истинного кварца
appliedenergistics2:crystal_seed:600, Семя кварца Нижнего мира
appliedenergistics2:crystal_seed:1200, Изменчивое семя
appliedenergistics2:encoded_pattern, Кодированный шаблон
appliedenergistics2:paint_ball:0, Шар с краской - Белый
appliedenergistics2:paint_ball:1, Шар с краской - Оранжевый
appliedenergistics2:paint_ball:2, Шар с краской - Сиреневый
appliedenergistics2:paint_ball:3, Шар с краской - Светло-синий
appliedenergistics2:paint_ball:4, Шар с краской - Жёлтый
appliedenergistics2:paint_ball:5, Шар с краской - Лаймовый
appliedenergistics2:paint_ball:6, Шар с краской - Розовый
appliedenergistics2:paint_ball:7, Шар с краской - Серый
appliedenergistics2:paint_ball:8, Шар с краской - Светло-серый
appliedenergistics2:paint_ball:9, Шар с краской - Бирюзовый
appliedenergistics2:paint_ball:10, Шар с краской - Фиолетовый
appliedenergistics2:paint_ball:11, Шар с краской - Синий
appliedenergistics2:paint_ball:12, Шар с краской - Коричневый
appliedenergistics2:paint_ball:13, Шар с краской - Зелёный
appliedenergistics2:paint_ball:14, Шар с краской - Красный
appliedenergistics2:paint_ball:15, Шар с краской - Чёрный
appliedenergistics2:paint_ball:20, Шар с краской - Люмен Белый
appliedenergistics2:paint_ball:21, Шар с краской - Люмен Оранжевый
appliedenergistics2:paint_ball:22, Шар с краской - Люмен Сиреневый
appliedenergistics2:paint_ball:23, Шар с краской - Люмен Светло-синий
appliedenergistics2:paint_ball:24, Шар с краской - Люмен Жёлтый
appliedenergistics2:paint_ball:25, Шар с краской - Люмен Лаймовый
appliedenergistics2:paint_ball:26, Шар с краской - Люмен Розовый
appliedenergistics2:paint_ball:27, Шар с краской - Люмен Серый
appliedenergistics2:paint_ball:28, Шар с краской - Люмен Светло-серый
appliedenergistics2:paint_ball:29, Шар с краской - Люмен Бирюзовый
appliedenergistics2:paint_ball:30, Шар с краской - Люмен Фиолетовый
appliedenergistics2:paint_ball:31, Шар с краской - Люмен Синий
appliedenergistics2:paint_ball:32, Шар с краской - Люмен Коричневый
appliedenergistics2:paint_ball:33, Шар с краской - Люмен Зелёный
